Name,Ticker,Sub-Sector,Market Cap,Close Price,PE Ratio,5Y Historical Revenue Growth,1Y Forward Revenue Growth,Total Revenue,PBT,Taxes & Other Items,DII Holding Change – 3M,FII Holding Change – 3M,MF Holding Change – 3M,Promoter Holding Change – 3M,Percentage Buy Reco’s,No. of analysts with buy reco,Percentage Upside
ABM Knowledgeware Ltd,ABMKNO,Software Services,223.2015342,111,15.22520697,-2.435948987,NULL,99.52,18.13,3.47,0,9.990376059,0,0,NULL,0,NULL
JK Agri Genetics Ltd,JK AGRI,Seeds,222.7760172,483.95,28.74529254,5.486181843,NULL,249.91,10.27,2.52,0,0,0,0,NULL,0,NULL
Samrat Pharmachem Ltd,SAMRATPH,Commodity Chemicals,222.6292082,731.45,12.95108832,24.98728301,NULL,222.36,23.61,6.42,0,0,0,-0.112470466,NULL,0,NULL
IFL Enterprises Ltd,IFL,Textiles,222.2788852,123,-1058.470882,-6.35008583,NULL,2.55,-0.21,0,0,0,0,0,NULL,0,NULL
Sigma Solve Ltd,SIGMA,IT Services & Consulting,221.8717042,216,24.76246699,83.50567748,NULL,42.45,16.13,7.17,NULL,NULL,NULL,NULL,NULL,0,NULL
Surat Textile Mills Ltd,SURATEX,Textiles,221.4982212,9.97,-51.15432361,-46.80337623,NULL,6.06,-4.89,-0.56,0,0,0,0,NULL,0,NULL
VETO Switch Gears And Cables Ltd,VETO,Electrical Components & Equipments,220.8471488,114.25,11.03683902,2.394870033,NULL,270.97,29.79,9.78,0,-1.323518679,0,0,NULL,0,NULL
Goyal Aluminiums Ltd,GOYALALUM,NULL,220.3794123,153.95,205.9620676,NULL,NULL,82.44,1.46,0.39,NULL,NULL,NULL,NULL,NULL,0,NULL
Smruthi Organics Ltd,SMRUTHIORG,Pharmaceuticals,219.9908976,189.8,21.1937281,10.76766229,NULL,133.95,13.77,3.39,0,0,0,0,NULL,0,NULL
Compuage Infocom Ltd,COMPINFO,Technology Hardware,219.4452855,25.6,8.206629974,3.418431385,NULL,4223.95,36.64,9.9,0,0.242008541,0,-2.385503306,NULL,0,NULL
PVP Ventures Ltd,PVP,Real Estate,219.2013435,9.35,-3.685294948,-20.67870634,NULL,49.52,-95.23,-35.75,-4.08E-05,4.49E-05,0,0,NULL,0,NULL
Pavna Industries Ltd,PAVNAIND,Auto Parts,218.03632,179,26.81873555,32.11667152,NULL,336.95,14,5.87,NULL,NULL,NULL,NULL,NULL,0,NULL
BSL Ltd,BSL,Textiles,217.6622993,211.05,18.9766608,-0.296419689,NULL,437.35,15.97,4.5,0.254222434,0.018130291,0,0,NULL,0,NULL
Mercantile Ventures Ltd,MERCANTILE,Real Estate,217.0016869,18.9,24.91408575,10.85792656,NULL,53.36,16.46,7.75,0,0,0,0,NULL,0,NULL
Indian Infotech and Software Ltd,INDINFO,Consumer Finance,216.0826377,2.15,675.2582427,29.24329746,NULL,55.39,0.43,0.11,0.213647003,0,0.213647003,-0.035126761,NULL,0,NULL
Kaira Can Co Ltd,KAIRA,Packaging,215.3054244,2336.15,20.98493415,12.39797028,NULL,235.5,14.65,4.39,0,0,0,-0.037304814,NULL,0,NULL
Panorama Studios International Ltd,PANORAMA,Movies & TV Serials,215.2101511,165,316.4855163,176.7341558,NULL,92.51,-1.07,-1.75,0,0,0,0,NULL,0,NULL
Kshitij Polyline Ltd,KSHITIJPOL,Stationery,214.1413211,40.2,522.2959052,18.10004097,NULL,39.08,0.62,0.21,0,0.003948486,0,-6.037432039,NULL,0,NULL
Thinkink Picturez Ltd,THINKINK,NULL,214.0924322,73.25,70.42514216,-25.4144258,NULL,10.41,4.07,1.03,0,0,0,0,NULL,0,NULL
CIL Nova Petrochemicals Ltd,CNOVAPETRO,Textiles,213.9,16.05,27.31800766,6.015775183,NULL,298.7,9.49,1.66,0,0.254911439,0,0,NULL,0,NULL
Vertoz Advertising Ltd,VERTOZ,Advertising,213.8458781,187.6,35.05670132,15.78073877,NULL,42.61,7.75,1.65,0,0.000334169,0,0,NULL,0,NULL
Jay Jalaram Technologies Ltd,KORE,Electrical Components & Equipments,213.8007529,192.2,245.7479919,NULL,NULL,165.56,1.08,0.21,0.188679245,0,0,-26.9541779,NULL,0,NULL
Inspirisys Solutions Ltd,INSPIRISYS,IT Services & Consulting,213.615285,55,-16.01313981,-10.10063573,NULL,346.98,-11.63,1.71,0,7.57E-05,0,0,NULL,0,NULL
GIR Natureview Resorts Ltd,GIRRESORTS,"Hotels, Resorts & Cruise Lines",213.4210421,119.95,4268.420841,NULL,NULL,8.72,0.07,0.02,0,0,0,0,NULL,0,NULL
Lovable Lingerie Ltd,LOVABLE,Apparel & Accessories,213.0765521,144.05,37.31638391,-12.9688168,NULL,102.02,6.79,1.08,0.006756757,-0.045128378,0,0,NULL,0,NULL
SPL Industries Ltd,SPLIL,Apparel & Accessories,213.0326057,76,10.10591109,5.977151281,NULL,207.91,28.65,7.57,-0.013793102,0.053737924,0,0,NULL,0,NULL
Maheshwari Logistics Ltd,MAHESHWARI,Logistics,212.6134207,73.7,12.39005948,6.991535875,NULL,1037.59,23.77,6.61,0,0.000135148,0,0,NULL,0,NULL
Airan Ltd,AIRAN,IT Services & Consulting,212.4169157,18.35,22.12676205,24.7691842,NULL,93.19,12.15,2.55,0,0,0,0,NULL,0,NULL
Indag Rubber Ltd,INDAG,Auto Parts,212.3766879,80.65,102.1041769,-1.93482446,NULL,173.65,2.51,0.43,0,0,0,0,NULL,0,NULL
Ruttonsha International Rectifier Ltd,RIR,Electronic Equipments,212.2527572,299.25,75.53478904,9.016017903,NULL,43.96,3.7,0.89,0,0,0,0,NULL,0,NULL
Mangalam Drugs and Organics Ltd,MANGALAM,Pharmaceuticals,210.9534095,140.15,10.73554247,8.273741127,NULL,451.16,27.73,8.08,-0.006001928,0.000126356,0,0,NULL,0,NULL
Bharat Gears Ltd,BHARATGEAR,Auto Parts,210.4018716,135.8,8.139337392,12.54541463,NULL,736.57,34.08,8.23,0.004884384,0.248009491,-0.014653153,0,NULL,0,NULL
Reliance Naval and Engineering Ltd,RNAVAL,Shipbuilding,210.097704,2.85,-0.061305165,-38.44942424,NULL,30.58,-3427.08,0,0.014829894,0,0,0,NULL,0,NULL
DJ Mediaprint & Logistics Ltd,DJML,NULL,209.8902652,187.05,67.05759272,36.28754207,NULL,47.49,4.33,1.2,NULL,NULL,NULL,NULL,NULL,0,NULL
Praxis Home Retail Ltd,PRAXIS,Home Furnishing,209.6175506,27.9,14.72033361,134.4788545,NULL,492.61,14.24,0,0,0.011911067,0,0,NULL,0,NULL
Bedmutha Industries Ltd,BEDMUTHA,Iron & Steel,209.5997146,65,22.34538535,1.608529142,NULL,718.64,9.38,0,0,3.10E-05,0,0,NULL,0,NULL
Sera Investments & Finance India Ltd,SERA,NULL,209.584477,208.95,-194.0597009,31.69273671,NULL,3.05,-1.08,0,0,0,0,0,NULL,0,NULL
Suumaya Industries Ltd,SUULD,Apparel & Accessories,209.2719292,38.95,0.239836721,127.1451142,NULL,12822.59,1031.13,158.57,0,-0.63319187,0,8.248932923,NULL,0,NULL
VTM Ltd,VTMLTD,Textiles,209.2693087,51.55,14.04492005,3.611211524,NULL,198.91,18.07,3.17,0,0,0,0,NULL,0,NULL
Kimia Biosciences Ltd,KIMIABL,Pharmaceuticals,208.770677,43.55,-56.42450731,127.8274594,NULL,125.83,-5.02,-1.32,0,0,0,-2.11E-06,NULL,0,NULL
Ambalal Sarabhai Enterprises Ltd,AMBALALSA,Pharmaceuticals,207.9447794,28.25,4.40374374,11.80100068,NULL,245.19,54.2,6.98,0,0,0,0,NULL,0,NULL
Xelpmoc Design and Tech Ltd,XELPMOC,IT Services & Consulting,207.7144557,142.85,-16.18974713,37.15856626,NULL,9.32,-13.46,-0.63,-0.000363342,-3.539256979,-0.000363342,-0.044471836,NULL,0,NULL
Indianivesh Ltd,INDIANVSH,Diversified Financials,207.321974,56.2,-53.29613729,-36.56039526,NULL,8.84,-7.84,-3.95,0.052977483,0.383957616,0,0,NULL,0,NULL
RRIL Ltd,RRIL,NULL,206.5565104,17.13,48.83132634,39.37768875,NULL,84.84,7.16,2.93,0,0,0,0.136084615,NULL,0,NULL
T T Ltd,TTL,Textiles,205.1932749,93.1,14.12204232,-10.5045294,NULL,396.26,14.94,0.41,0,-0.069285354,0,0.0302353,NULL,0,NULL
Securekloud Technologies Ltd,SECURKLOUD,Software Services,204.1932981,59.5,-3.082162991,-6.389531392,NULL,380.43,-105.25,-39,0,0.038218404,0,0,NULL,0,NULL
Shree Securities Ltd,SHREESEC,Diversified Financials,203.7766782,26.8,679.2555941,-36.00813767,NULL,0.47,0.3,0,0,0,0,0,NULL,0,NULL
S & T Corporation Ltd,STCORP,Packaged Foods & Meats,203.4802288,332.6,299.2356306,-7.851178526,NULL,0.99,0.68,0,0,0,0,-1.095607282,NULL,0,NULL
Apollo Finvest (India) Ltd,APOLLOFI,Diversified Financials,203.2388107,542,15.96534255,126.5489256,NULL,74,17.04,4.31,0,0,0,0,NULL,0,NULL
Orissa Bengal Carrier Ltd,OBCL,Logistics,203.1261324,96.4,25.90894546,7.449749486,NULL,306.45,10.62,2.78,0,0,0,0,NULL,0,NULL
Indian Toners & Developers Ltd,INDTONER,Commodity Chemicals,202.7290057,184.85,9.774783302,0.258053649,NULL,127.31,25.27,4.53,0,0,0,0,NULL,0,NULL
Modern Insulators Ltd,MODINSU,Electrical Components & Equipments,202.3715032,42.95,9.207074761,2.805008752,NULL,453.4,20.62,-1.36,0.599400983,0,0,0,NULL,0,NULL
Zodiac Energy Ltd,ZODIAC,Renewable Energy Equipment & Services,202.1958576,136.1,36.8970543,53.77695008,NULL,143.95,7.65,2.17,0,0.000136673,0,0,NULL,0,NULL
Kamat Hotels (India) Ltd,KAMATHOTEL,"Hotels, Resorts & Cruise Lines",202.0040324,85.5,-8.910632217,-8.213434289,NULL,145.63,-30.07,-7.4,-3.178375833,-0.135464389,0,0,NULL,0,NULL
Industrial Investment Trust Ltd,IITL,Asset Management,201.9147525,88.6,6.224252543,-23.73194848,NULL,83.85,35.63,3.19,0,0.000719115,0,0,NULL,0,NULL
Hindustan Organic Chemicals Ltd,HOCL,Commodity Chemicals,201.7439641,30.05,-7.561617847,20.58922409,NULL,467.29,-29.35,-2.67,0,0,0,0,NULL,0,NULL
PG Foils Ltd,PGFOILQ,Packaging,201.3444339,223.4,4.324407944,10.2591949,NULL,423.07,62.8,16.24,0,0,0,0,NULL,0,NULL
Shri Venkatesh Refineries Ltd,SVRL,NULL,200.1249078,185,14.21341675,NULL,NULL,612.38,19.27,5.19,0,0,0,0,NULL,0,NULL
SMS Lifesciences India Ltd,SMSLIFE,Pharmaceuticals,200.1219907,655.25,7.903712113,10.69899121,NULL,364.5,32.73,7.41,0,0,0,0.008467605,NULL,0,NULL
Modison Metals Ltd,MODISONLTD,Electrical Components & Equipments,200.1062014,63.1,13.67779914,12.26520926,NULL,341.2,19.78,5.15,0,6.16E-05,0,0,NULL,0,NULL
Sadbhav Infrastructure Projects Ltd,SADBHIN,Roads,198.8974926,5.5,-9.462297461,5.526113463,NULL,1837.1,-37.56,-16.54,-0.569581594,-0.184427455,-0.569581594,0,NULL,0,NULL
NINtec Systems Ltd,NINSYS,IT Services & Consulting,198.653702,202.2,71.45816619,43.60737378,NULL,20.4,3.69,0.91,0,0,0,-0.036337209,NULL,0,NULL
Synergy Green Industries Ltd,SGIL,Industrial Machinery,198.5583546,140.6,139.8298272,18.74673464,NULL,284.91,3.06,1.64,0,7.08E-05,0,-0.141542817,NULL,0,NULL
Frontier Springs Ltd,FRONTSP,Industrial Machinery,198.4703277,489,26.35728123,11.50615293,NULL,84.64,10.09,2.56,0,0,0,0,NULL,0,NULL
GEE Ltd,GEE,Industrial Machinery,198.4424987,74.25,13.15931689,10.30166243,NULL,324.6,19.61,4.53,0,0.09619652,0,0,NULL,0,NULL
Asian Hotels East Ltd,AHLEAST,"Hotels, Resorts & Cruise Lines",198.3129015,114.05,-5.748200042,-13.72949108,NULL,98.37,-34.71,-0.21,NULL,NULL,NULL,NULL,NULL,0,NULL
ADC India Communications Ltd,ADCINDIA,Communication & Networking,197.9209059,427.5,23.31223862,13.94895007,NULL,120.05,11.38,2.89,-0.002173913,0,0,0,NULL,0,NULL
Sunedison Infrastructure Ltd,REFEXRENEW,Renewable Energy Equipment & Services,197.5140787,456,-6.081098481,NULL,NULL,77.39,-32.44,0.04,0,0,0,0,NULL,0,NULL
Steelman Telecom Ltd,STML,NULL,197.0923186,203.8,49.64542031,NULL,NULL,101.16,5.34,1.37,0.111614063,1.6246047,0,-28.01512991,NULL,0,NULL
Indo Tech Transformers Ltd,INDOTECH,Heavy Electrical Equipments,196.9986143,183.75,16.16067385,13.34722012,NULL,281.76,12.48,0.29,0,-0.033060264,0,0,NULL,0,NULL
Navkar Urbanstructure Ltd,NAVKAR,Cement,196.9313334,9.21,214.0557971,-18.8208974,NULL,14.86,0.97,0.05,0,0,0,-0.056902104,NULL,0,NULL
Kohinoor Foods Ltd,KOHINOOR,Packaged Foods & Meats,196.5561248,53,-31.05152051,-38.32288818,NULL,103.49,-5.53,0.8,0,0.024663131,0,-15.19485708,NULL,0,NULL
Essar Shipping Ltd,ESSARSHPNG,Logistics,196.5189471,9.45,-2.503745026,-15.04768734,NULL,940.4,-80.77,-2.28,0.000388451,-0.115870399,0,0,NULL,0,NULL
Kanpur Plastipack Ltd,KANPRPLA,Packaging,196.3126281,91.5,7.492848401,20.95381755,NULL,637.75,37.07,10.87,0,4.66E-05,0,-5.784497128,NULL,0,NULL
Par Drugs and Chemicals Ltd,PAR,Pharmaceuticals,195.4744436,158.1,21.2241524,9.043438886,NULL,75.25,12.7,3.49,-0.122514798,8.13E-05,0,0,NULL,0,NULL
Atlas Jewellery India Ltd,AJIL,"Precious Metals, Jewellery & Watches",194.6592251,19,-38.93184502,-41.75406208,NULL,1.44,-4.85,0.15,0.013150923,0.093279455,0,0,NULL,0,NULL
Panasonic Energy India Co Ltd,PANAENERG,Batteries,194.330385,260.55,20.69546166,2.876259265,NULL,245.1,12.51,3.12,0,0,0,0,NULL,0,NULL
Almondz Global Securities Ltd,ALMONDZ,Investment Banking & Brokerage,194.28901,76.1,10.47380108,9.619488652,NULL,86.74,20.15,1.6,0,0,0,0.254696094,NULL,0,NULL
Rajshree Polypack Ltd,RPPL,Plastic Products,193.2098676,169.7,20.16804464,15.66868014,NULL,199.66,12.86,3.28,-0.169555063,0.000174688,0,0.241862053,NULL,0,NULL
Calcom Vision Ltd,CALCOM,Electrical Components & Equipments,192.9858773,152,227.0422086,47.97503245,NULL,100.25,1.35,0.5,0,0,0,0,NULL,0,NULL
RPP Infra Projects Ltd,RPPINFRA,Construction & Engineering,192.1811334,38.95,35.85468907,17.11403892,NULL,815.96,11.19,5.83,0,-0.191472761,0,0,NULL,0,NULL
Andhra Cements Ltd,ANDHRACEMT,Cement,192.1500091,6.55,-0.813195688,-71.95527065,NULL,0.61,-236.29,0,-9.345963825,-2.517711779,0,-0.051009045,NULL,0,NULL
Tirupati Forge Ltd,TIRUPATIFL,Auto Parts,190.9947236,19.5,30.70654721,40.53865763,NULL,89.31,8.35,2.13,0,0.002581633,0,0,NULL,0,NULL
Intrasoft Technologies Ltd,ISFT,Retail - Online,190.7437505,129.55,14.89022252,-14.72624282,NULL,426.44,12.49,-0.32,0.00962481,-0.065635261,0,-0.00323645,NULL,0,NULL
Pashupati Cotspin Ltd,PASHUPATI,Textiles,189.4171932,124,17.03392025,18.37836179,NULL,665.6,16.07,4.95,NULL,NULL,NULL,NULL,NULL,0,NULL
Panasonic Carbon India Co Ltd,PANCARBON,Batteries,189.3516293,391.9,12.3436525,0.124003924,NULL,56.66,20.45,5.11,0,0,0,0,NULL,0,NULL
A2z Infra Engineering Ltd,A2ZINFRA,Construction & Engineering,189.2245467,10.8,-1.051773368,-13.20907848,NULL,508.83,-176.69,3.22,0,-0.089281244,0,0,NULL,0,NULL
Aarnav Fashions Ltd,AARNAV,Investment Banking & Brokerage,186.802963,43.95,20.06476509,268.3900618,NULL,420.66,12.62,3.31,0,0,0,45.26170085,NULL,0,NULL
CG VAK Software and Exports Ltd,CGVAK,Software Services,186.1487707,366.9,20.61448181,11.12811745,NULL,54.81,12.1,3.07,0,0,0,0.159043206,NULL,0,NULL
Triton Valves Ltd,TRITONV,Auto Parts,186.1090508,1755.15,-63.08781384,11.28327157,NULL,322.68,-2.36,0.59,0,0,0,0,NULL,0,NULL
Batliboi Ltd,BATLIBOI,Industrial Machinery,185.8329113,63.4,-39.62322202,-0.756440649,NULL,198.73,-2.26,2.43,0,0,0,0,NULL,0,NULL
Premier Polyfilm Ltd,PREMIERPOL,Home Furnishing,185.606102,88.35,18.97812904,18.27724659,NULL,243.86,13.88,4.1,0,0.00062057,0,-0.051349751,NULL,0,NULL
Pil Italica Lifestyle Ltd,PILITA,Home Furnishing,185.547726,8.05,73.92339682,0.148236643,NULL,67.76,3.36,0.85,0,0.002846809,0,0,NULL,0,NULL
IL&FS Engineering and Construction Company Ltd,IL&FSENGG,Construction & Engineering,185.434114,14.15,-0.480237521,-28.45263231,NULL,378.68,-386.35,-0.22,0,0.057587995,0,0,NULL,0,NULL
Silicon Rental Solutions Ltd,SRSOLTD,NULL,185.3074585,170,24.77372439,NULL,NULL,24.68,10.01,2.53,NULL,NULL,NULL,NULL,NULL,0,NULL
Palred Technologies Ltd,PALREDTEC,IT Services & Consulting,184.7322478,151.1,-108.0305543,24.64682772,NULL,128.63,-1.66,0.05,-4.86E-05,-0.568262164,0,-2.979805013,NULL,0,NULL
Visa Steel Ltd,VISASTEEL,Iron & Steel,184.5825105,16.05,-2.116043913,-6.615897214,NULL,1119.71,-87.23,0,0,0,0,0,NULL,0,NULL
Shree Tirupati Balajee FIBC Ltd,TIRUPATI,Packaging,184.366728,182,26.338104,23.25218089,NULL,197.82,8.69,1.69,NULL,NULL,NULL,NULL,NULL,0,NULL
Rajoo Engineers Ltd,RAJOOENG,Industrial Machinery,184.1830745,29.35,11.44705248,9.023547361,NULL,193.46,21.65,5.56,0,0,0,0,NULL,0,NULL
Jainam Ferro Alloys (I) Ltd,JAINAM,Metals - Diversified,184.0858598,174.5,6.56745843,NULL,NULL,201.61,37.52,9.49,NULL,NULL,NULL,NULL,NULL,0,NULL
Lokesh Machines Ltd,LOKESHMACH,Industrial Machinery,183.9668768,101.9,28.97116171,8.931459041,NULL,202.66,9.35,3,0,0.544092593,0,0.043868251,NULL,0,NULL
Nippon India ETF Nifty SDL-2026 Maturity,SDL26BEES,Debt,183.7082079,108.97,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
Swastik Pipe Ltd,SWASTIK,Iron & Steel,183.6596153,80.5,8.998511286,NULL,NULL,628.32,21.67,1.26,NULL,NULL,NULL,NULL,NULL,0,NULL
International Travel House Ltd,ITHL,"Hotels, Resorts & Cruise Lines",183.6523533,230.75,-17.16377133,-14.04904311,NULL,96.51,-10.7,0,0.002514229,0,0,0,NULL,0,NULL
Waaree Technologies Ltd,WAAREE,Specialty Chemicals,183.280383,172,964.6335945,22.90608206,NULL,13.49,0.26,0.07,0,0,0,-4.914498225,NULL,0,NULL
Sarthak Metals Ltd,SMLT,Electrical Components & Equipments,183.0679479,134,6.661861276,24.52342473,NULL,460.93,35.84,8.36,0,0.413060867,0,0,NULL,0,NULL
RDB Rasayans Ltd,RDBRL,Packaging,182.9815985,104.45,8.294723412,12.18334559,NULL,135.18,27.58,5.52,0,0.062659471,0,0,NULL,0,NULL
Sikko Industries Ltd,SIKKO,Fertilizers & Agro Chemicals,182.8512123,107.8,97.78139697,24.11148573,NULL,51.24,2.6,0.73,0,0.130428571,0,0,NULL,0,NULL
West Leisure Resorts Ltd,WESTLEIRES,Diversified Financials,182.565256,628.15,-730.2610239,-5.591248871,NULL,0.18,-0.31,-0.06,0,0,0,0,NULL,0,NULL
Scan Steels Ltd,SCANSTL,Iron & Steel,182.0856209,34.85,3.586480617,21.24265077,NULL,1002.33,65.85,15.08,0,0,0,0,NULL,0,NULL
G M Polyplast Ltd,GMPL,NULL,181.979239,946.95,43.32839023,10.76651493,NULL,74.75,5.49,1.29,0,0,0,0,NULL,0,NULL
Emkay Global Financial Services Ltd,EMKAY,Investment Banking & Brokerage,181.7447196,73.5,5.377062711,20.30295865,NULL,274.29,46.06,12.26,0.01095769,-0.049938657,0,0,NULL,0,NULL
Future Retail Ltd,FRETAIL,Retail - Department Stores,181.5650877,3.35,-0.056925521,-2.074722535,NULL,6560.87,-3168.49,21.03,-0.607571405,-0.243600919,0.006230498,-3.92742491,NULL,0,NULL
BEW Engineering Ltd,BEWLTD,Industrial Machinery,181.4112195,697,32.10818044,NULL,NULL,100.47,7.86,2.21,NULL,NULL,NULL,NULL,NULL,0,NULL
Atam Valves Ltd,ATAM,NULL,181.3256532,172,124.1956529,5.832701093,NULL,20.42,2.01,0.55,0,0.682593857,0,-4.467834247,NULL,0,NULL
Shardul Securities Ltd,SHARDUL,Investment Banking & Brokerage,181.0964533,108.95,18.80544686,21.12086575,NULL,15.51,12.45,2.82,0,0,0,0,NULL,0,NULL
Basant Agro Tech (India) Ltd,BASANTGL,Commodity Chemicals,180.7022593,19.85,9.515653467,9.098053135,NULL,466.65,19.35,0.36,0,0,0,0,NULL,0,NULL
Nile Ltd,NILE,Metals - Lead,179.8047585,604.8,7.535823912,3.900122557,NULL,702.64,32.18,8.32,0,0,0,0,NULL,0,NULL
Ashapuri Gold Ornament Ltd,AGOL,"Precious Metals, Jewellery & Watches",179.76584,71.7,58.93961967,34.46393473,NULL,163.96,4.09,1.04,0,0,0,-0.000108006,NULL,0,NULL
RMC Switchgears Ltd,RMC,Electrical Components & Equipments,179.6208929,288,320.7515945,-4.212750788,NULL,42.23,0.33,-0.23,NULL,NULL,NULL,NULL,NULL,0,NULL
Diksat Transworld Ltd,DIKSAT,TV Channels & Broadcasters,178.838749,102,226.3781633,27.73854976,NULL,33.16,0.68,-0.11,0,0,0,0,NULL,0,NULL
Modi's Navnirman Ltd,MODIS,NULL,178.0694481,100.05,209.4934683,NULL,NULL,9.01,1.13,0.28,0,0,0,0,NULL,0,NULL
Modi Rubber Ltd,MODIRUBBER,Tires & Rubber,177.8149682,70.4,6.937766999,5.215307396,NULL,57.65,27.54,1.91,0.029623971,1.999997444,0,0,NULL,0,NULL
Aries Agro Ltd,ARIES,Fertilizers & Agro Chemicals,177.5414098,137.3,13.34897818,12.73733457,NULL,552,20.29,6.99,0,0.136292971,0,0,NULL,0,NULL
Goldstone Technologies Ltd,GOLDTECH,IT Services & Consulting,177.3082662,50.75,347.663267,11.14104431,NULL,63.66,0.87,0.36,0,0.000520501,0,0,NULL,0,NULL
Sky Gold Ltd,SKYGOLD,"Precious Metals, Jewellery & Watches",177.2837399,165.1,10.47776241,37.09617372,NULL,796.26,21.67,4.75,NULL,NULL,NULL,NULL,NULL,0,NULL
Avonmore Capital & Management Services Ltd,AVONMORE,Investment Banking & Brokerage,177.2699946,75.6,5.459500912,13.50720527,NULL,115.48,45.47,13,0.000420951,0,0,3.275853542,NULL,0,NULL
Reliance Home Finance Ltd,RHFL,Home Financing,176.9489342,3.6,-0.03252977,-23.82985152,NULL,293.5,-7906.4,-2466.8,0.017825673,0.003107252,0,-0.144312396,NULL,0,NULL
Lotus Eye Hospital and Institute Ltd,LOTUSEYE,Hospitals & Diagnostic Centres,176.8792724,84.65,59.15694728,2.798279501,NULL,39.8,4.1,1.11,0,0,0,0.139697726,NULL,0,NULL
TRF Ltd,TRF,Industrial Machinery,176.8534633,160.8,-7.675931565,-24.4164273,NULL,147.94,-23.05,-0.01,0,9.09E-05,0,0,NULL,0,NULL
Sonal Mercantile Ltd,SONAL,Diversified Financials,176.6912151,120.15,10.38138749,51.84862152,NULL,20.91,8.18,-8.84,0,0,0,0,NULL,0,NULL
Vikram Thermo (India) Ltd,VIKRAMTH,Pharmaceuticals,176.2907347,56.45,20.2866208,15.4572119,NULL,93.33,11.77,3.08,0,0,0,0,NULL,0,NULL
South India Paper Mills Ltd,STHINPA,Paper Products,176.1529045,115.35,8.128883454,9.467059407,NULL,308.7,25.65,3.98,-0.4,0,0,-1.962746667,NULL,0,NULL
Anmol India Ltd,ANMOL,Commodities Trading,175.824723,153.1,11.30705614,41.67842977,NULL,1064.57,20.83,5.28,0,-0.112274364,0,0,NULL,0,NULL
Deepak Spinners Ltd,DEEPAKSP,Textiles,175.6113569,245.9,4.470757558,5.080635478,NULL,531.54,52.58,13.3,0,0,0,0,NULL,0,NULL
Sadhna Broadcast Ltd,SADHNA,TV Channels & Broadcasters,175.5682601,17.87,585.2275336,-6.980086409,NULL,25.19,0.36,0.06,0,0,0,-5.815384226,NULL,0,NULL
Magna Electro Castings Ltd,MAGNAELQ,Iron & Steel,175.3240721,416,22.6516889,11.58817955,NULL,137.48,10.36,2.62,0.049620709,0,0,0,NULL,0,NULL
Worth Peripherals Ltd,WORTH,Packaging,175.212053,111.7,9.154234746,15.81125984,NULL,299.58,28.75,9.61,0,0.001396737,0,0,NULL,0,NULL
Standard Industries Ltd,SIL,Textiles,175.199794,27.8,0.948769598,107.7054944,NULL,463.51,221.17,36.51,0.000422827,38.86921751,0,0.158025297,NULL,0,NULL
KBC Global Ltd,KBCGLOBAL,Real Estate,175.1784416,2.95,10.14351138,0.268042096,NULL,111.32,23.94,6.67,0,0.000881301,0,-5.853674797,NULL,0,NULL
ELGI Rubber Co Ltd,ELGIRUBCO,Tires & Rubber,174.8283845,34.8,-10.68633157,1.149495494,NULL,410.48,-15.59,0.77,0.000699301,-0.000699301,0,0,NULL,0,NULL
Bella Casa Fashion & Retail Ltd,BELLACASA,Textiles,174.6679729,153.3,15.65125206,12.40129055,NULL,206.38,15.37,4.21,0,0,0,0,NULL,0,NULL
Parshva Enterprises Ltd,PARSHVA,"Precious Metals, Jewellery & Watches",174.5684154,173.8,831.2781688,NULL,NULL,13.53,0.29,0.08,0,0,0,0.566740523,NULL,0,NULL
Ceinsys Tech Ltd,CEINSYSTECH,IT Services & Consulting,174.5015677,149,18.9675617,7.030812843,NULL,206.43,13.48,4.28,0,0,0,0,NULL,0,NULL
Bimetal Bearings Ltd,BIMETAL,Industrial Machinery,174.4003704,457.5,38.92865412,5.629864657,NULL,201.58,5.88,1.4,0,0,0,0,NULL,0,NULL
DC Infotech and Communication Ltd,DCI,IT Services & Consulting,174.3239126,144.3,43.58097815,NULL,NULL,232.6,5.47,1.47,0,0,0,0,NULL,0,NULL
Alphageo (India) Ltd,ALPHAGEO,Oil & Gas - Equipment & Services,174.2031235,278.6,14.2906582,-12.26341733,NULL,160.17,17.59,5.4,0.164970689,0.201876989,0,0,NULL,0,NULL
Upsurge Seeds Of Agriculture Ltd,USASEEDS,Seeds,172.8698141,244,43.54403378,NULL,NULL,75.77,4.26,0.29,NULL,NULL,NULL,NULL,NULL,0,NULL
Shreeram Proteins Ltd,SRPL,Agro Products,172.7641723,77.55,28.13748735,12.83032162,NULL,288.56,8.24,2.1,0,1.85786648,0,-4.226204482,NULL,0,NULL
Ovobel Foods Ltd,OVOBELE,Packaged Foods & Meats,172.7479493,167.45,5758.264975,9.533404585,NULL,127.03,0.14,0.11,-9.523083956,0,0,0,NULL,0,NULL
Vadilal Enterprises Ltd,VADILENT,Packaged Foods & Meats,172.4773505,1961.65,78.39879567,1.943568114,NULL,609.31,3.01,0.81,0,0,0,0,NULL,0,NULL
Shiva Texyarn Ltd,SHIVATEX,Textiles,172.1147725,131.5,8.610043646,4.444815714,NULL,478.44,29.99,10,0,0,0,0,NULL,0,NULL
